# Server version 0.08 running on 142.157.168.132:8123
# Game ID: 146
# Board class: halma.CCBoard
# Timeout: 1000
# Date: Thu Apr 03 17:37:46 GMT-04:00 2014
# Player 1: Player-0, '260449697', running on 142.157.168.132
# Player 2: Player-1, '260449697', running on 142.157.168.132
# Player 3: Player-2, '260449697', running on 142.157.168.132
# Player 4: Player-3, '260449697', running on 142.157.168.132
START Player-0 260449697
START Player-1 260449697
START Player-2 260449697
START Player-3 260449697
0 (1,3) (2,4)
1 (12,1) (11,2)
2 (1,14) (3,12)
2 null null
3 (14,13) (14,11)
3 null null
0 (3,1) (4,2)
1 (14,2) (12,2)
1 (12,2) (10,2)
1 null null
2 (2,14) (4,14)
2 null null
3 (13,14) (14,13)
0 (0,2) (1,3)
1 (12,0) (14,2)
1 (14,2) (12,2)
1 null null
2 (3,14) (4,15)
3 (14,13) (13,12)
0 (1,3) (3,5)
0 null null
1 (13,1) (14,2)
2 (0,13) (1,14)
3 (14,12) (14,10)
3 null null
0 (1,1) (3,3)
0 null null
1 (14,2) (13,1)
2 (1,14) (2,14)
3 (12,15) (13,14)
0 (2,1) (3,2)
1 (13,1) (14,2)
2 (2,14) (3,14)
3 (13,14) (14,13)
0 (1,0) (2,1)
1 (14,2) (13,1)
2 (3,14) (5,14)
2 null null
3 (14,13) (12,11)
3 null null
0 (2,1) (4,3)
0 null null
1 (13,1) (14,2)
2 (0,12) (2,14)
2 (2,14) (2,12)
2 (2,12) (4,12)
2 null null
3 (15,13) (15,11)
3 (15,11) (13,9)
3 null null
0 (2,0) (3,1)
1 (14,2) (13,1)
2 (1,15) (2,14)
3 (15,12) (15,11)
0 (3,1) (5,3)
0 null null
1 (13,1) (14,2)
2 (2,14) (3,14)
3 (12,14) (13,14)
0 (3,0) (4,1)
1 (14,2) (13,1)
2 (3,14) (4,13)
3 (13,14) (14,13)
0 (0,3) (1,4)
1 (13,1) (14,2)
2 (2,15) (3,14)
3 (14,13) (15,13)
0 (0,1) (2,3)
0 (2,3) (2,5)
0 (2,5) (4,5)
0 null null
1 (14,2) (13,1)
2 (3,14) (5,12)
2 null null
3 (15,13) (15,12)
0 (1,2) (2,3)
1 (13,1) (14,2)
2 (3,15) (5,15)
2 (5,15) (5,13)
2 (5,13) (5,11)
2 null null
3 (15,12) (15,10)
3 (15,10) (13,10)
3 (13,10) (13,8)
3 null null
0 (2,2) (4,4)
0 (4,4) (4,6)
0 null null
1 (14,2) (13,1)
2 (0,14) (1,15)
3 (13,15) (15,13)
3 null null
0 (0,0) (1,1)
1 (13,1) (14,2)
2 (1,15) (2,15)
3 (15,13) (15,12)
0 (1,1) (2,2)
1 (14,2) (13,1)
2 (2,15) (3,15)
3 (15,12) (15,10)
3 (15,10) (13,10)
3 null null
0 (2,2) (4,4)
0 null null
1 (13,1) (14,2)
2 (3,15) (5,15)
2 (5,15) (5,13)
2 null null
3 (15,14) (15,13)
0 (4,6) (5,7)
1 (14,2) (13,1)
2 (1,12) (3,14)
2 null null
3 (15,13) (15,12)
0 (5,7) (6,8)
1 (13,1) (14,2)
2 (3,14) (3,13)
3 (15,12) (15,10)
3 null null
0 (6,8) (7,9)
1 (14,2) (13,1)
2 (1,13) (2,14)
3 (14,15) (15,14)
0 (7,9) (8,10)
1 (13,1) (14,2)
2 (2,14) (3,15)
3 (15,14) (15,13)
0 (8,10) (9,11)
1 (14,2) (13,1)
2 (3,15) (5,15)
2 null null
3 (15,13) (15,12)
0 (9,11) (10,12)
1 (13,1) (14,2)
2 (2,13) (3,14)
3 (15,12) (14,12)
0 (10,12) (11,13)
1 (14,2) (13,1)
2 (3,14) (2,13)
3 (14,12) (15,13)
0 (11,13) (12,14)
1 (13,1) (14,2)
2 (2,13) (3,14)
3 (15,13) (15,12)
0 (12,14) (13,15)
1 (14,2) (13,1)
2 (3,14) (2,13)
3 (15,12) (14,12)
0 (13,15) (14,15)
1 (13,1) (14,2)
2 (2,13) (3,14)
3 (14,12) (15,13)
0 (4,2) (6,4)
0 null null
1 (14,2) (13,1)
2 (3,14) (2,13)
3 (15,13) (15,12)
0 (3,2) (5,4)
0 (5,4) (7,4)
0 null null
1 (13,1) (14,2)
2 (2,13) (3,14)
3 (15,12) (14,12)
0 (7,4) (8,5)
1 (14,2) (13,1)
2 (3,14) (2,13)
3 (14,12) (15,13)
0 (14,15) (15,14)
1 (13,1) (14,2)
2 (2,13) (3,14)
3 (15,13) (15,12)
0 (5,3) (7,5)
0 (7,5) (9,5)
0 null null
1 (14,2) (13,1)
2 (3,14) (2,13)
3 (15,12) (14,12)
0 (15,14) (14,15)
1 (13,1) (14,2)
2 (2,13) (3,14)
3 (14,12) (15,13)
0 (14,15) (15,14)
1 (14,2) (13,1)
2 (3,14) (2,13)
3 (15,13) (15,12)
0 (15,14) (14,15)
1 (13,1) (14,2)
2 (2,13) (3,14)
3 (15,12) (14,12)
0 (14,15) (15,14)
1 (14,2) (13,1)
2 (3,14) (2,13)
