# Server version 0.08 running on 192.168.2.17:8123
# Game ID: 156
# Board class: halma.CCBoard
# Timeout: 1000
# Date: Thu Apr 03 20:05:32 GMT-04:00 2014
# Player 1: Player-0, '260449697', running on 192.168.2.17
# Player 2: Player-1, '260449697', running on 192.168.2.17
# Player 3: Player-2, '260449697', running on 192.168.2.17
# Player 4: Player-3, '260449697', running on 192.168.2.17
START Player-0 260449697
START Player-1 260449697
START Player-2 260449697
START Player-3 260449697
0 (2,2) (3,3)
1 (14,3) (15,4)
2 (2,13) (4,15)
2 null null
3 (14,14) (12,12)
3 null null
0 (1,2) (2,3)
1 (15,4) (14,4)
2 (1,13) (2,12)
3 (13,13) (15,11)
3 null null
0 (0,3) (1,4)
1 (15,1) (13,3)
1 null null
2 (2,12) (3,13)
3 (14,15) (12,13)
3 null null
0 (1,4) (2,5)
1 (13,2) (11,0)
1 null null
2 (3,13) (4,14)
3 (12,12) (13,12)
0 (3,0) (4,1)
1 (11,0) (10,0)
2 (1,12) (2,12)
3 (13,12) (14,11)
0 (4,1) (5,2)
1 (14,0) (12,2)
1 null null
2 (2,12) (3,13)
3 (14,11) (15,10)
0 (5,2) (6,3)
1 (10,0) (11,1)
2 (3,13) (5,15)
2 null null
3 (15,10) (15,9)
0 (2,0) (4,2)
0 null null
1 (11,1) (11,0)
2 (5,15) (6,15)
3 (15,14) (13,12)
3 null null
0 (4,2) (5,3)
1 (11,0) (10,0)
2 (3,15) (5,15)
2 null null
3 (13,12) (14,11)
0 (5,3) (6,4)
1 (10,0) (11,1)
2 (5,15) (7,15)
2 null null
3 (14,11) (15,10)
0 (1,0) (3,2)
0 null null
1 (11,1) (11,0)
2 (7,15) (8,15)
3 (15,10) (15,8)
3 null null
0 (3,2) (4,3)
1 (11,0) (10,0)
2 (2,15) (4,13)
2 null null
3 (15,11) (15,10)
0 (2,1) (3,2)
1 (10,0) (11,1)
2 (4,13) (5,14)
3 (15,10) (14,9)
0 (3,2) (5,4)
0 null null
1 (11,1) (11,0)
2 (5,14) (6,14)
3 (12,13) (13,12)
0 (5,4) (6,5)
1 (11,0) (10,0)
2 (1,15) (3,13)
2 null null
3 (13,12) (14,11)
0 (6,5) (7,6)
1 (10,0) (11,1)
2 (3,13) (5,15)
2 null null
3 (14,11) (15,11)
0 (2,5) (3,6)
1 (11,1) (11,0)
2 (5,15) (7,15)
2 null null
3 (15,11) (15,10)
0 (3,6) (4,7)
1 (11,0) (10,0)
2 (7,15) (9,15)
2 null null
3 (15,10) (13,8)
3 null null
0 (7,6) (8,7)
1 (10,0) (11,1)
2 (9,15) (10,15)
3 (13,8) (15,10)
3 null null
0 (8,7) (9,8)
1 (11,1) (11,0)
2 (10,15) (11,15)
3 (15,10) (13,8)
3 null null
0 (9,8) (10,9)
1 (11,0) (10,0)
2 (11,15) (13,13)
2 null null
3 (13,8) (15,10)
3 null null
0 (10,9) (11,10)
1 (10,0) (11,1)
2 (13,13) (14,14)
3 (15,10) (13,8)
3 null null
0 (11,10) (12,11)
1 (11,1) (11,0)
2 (14,14) (15,14)
3 (13,8) (15,10)
3 null null
0 (0,2) (2,4)
0 null null
1 (11,0) (10,0)
2 (15,14) (13,12)
2 null null
3 (15,10) (13,8)
3 null null
0 (2,4) (3,5)
1 (10,0) (11,1)
2 (13,12) (15,14)
2 null null
3 (13,8) (15,10)
3 null null
0 (6,4) (7,5)
1 (11,1) (11,0)
2 (15,14) (13,12)
2 null null
3 (15,10) (13,8)
3 null null
0 (7,5) (8,6)
1 (11,0) (10,0)
2 (13,12) (15,14)
2 null null
3 (13,8) (15,10)
3 null null
0 (8,6) (9,7)
1 (10,0) (11,1)
2 (15,14) (13,12)
2 null null
3 (15,10) (13,8)
3 null null
0 (12,11) (13,11)
1 (11,1) (11,0)
2 (13,12) (15,14)
2 null null
3 (13,8) (15,10)
3 null null
0 (3,1) (4,2)
1 (11,0) (10,0)
2 (15,14) (13,12)
2 null null
3 (15,10) (13,8)
3 null null
0 (4,2) (5,3)
1 (10,0) (11,1)
2 (13,12) (15,14)
2 null null
3 (13,8) (15,10)
3 null null
0 (5,3) (6,4)
1 (11,1) (11,0)
2 (15,14) (13,12)
2 null null
3 (15,10) (13,8)
3 null null
0 (6,4) (7,5)
1 (11,0) (10,0)
2 (13,12) (15,14)
2 null null
3 (13,8) (15,10)
3 null null
0 (7,5) (8,6)
1 (10,0) (11,1)
2 (15,14) (13,12)
2 null null
3 (15,10) (13,8)
3 null null
0 (8,6) (10,8)
0 null null
1 (11,1) (11,0)
2 (13,12) (15,14)
2 null null
3 (13,8) (15,10)
3 null null
0 (10,8) (11,9)
1 (11,0) (10,0)
2 (15,14) (13,12)
2 null null
3 (15,10) (13,8)
3 null null
0 (3,5) (4,6)
1 (10,0) (11,1)
2 (13,12) (15,14)
2 null null
3 (13,8) (15,10)
3 null null
0 (4,6) (5,7)
1 (11,1) (11,0)
2 (15,14) (13,12)
2 null null
3 (15,10) (13,8)
