# Server version 0.08 running on 192.168.2.17:8123
# Game ID: 179
# Board class: halma.CCBoard
# Timeout: 1000
# Date: Thu Apr 03 23:12:43 GMT-04:00 2014
# Player 1: Player-0, '260449697', running on 192.168.2.17
# Player 2: Player-1, '260449697', running on 192.168.2.17
# Player 3: Player-2, '260449697', running on 192.168.2.17
# Player 4: Player-3, '260449697', running on 192.168.2.17
START Player-0 260449697
1 (10,4) (10,5)
2 (2,11) (1,11)
3 (11,14) (11,15)
0 (3,9) (3,10)
1 (10,5) (10,6)
2 (1,11) (1,10)
3 (15,11) (13,11)
3 (13,11) (11,13)
3 (11,13) (9,15)
3 null null
0 (3,10) (3,11)
1 (10,6) (10,7)
2 (1,10) (1,11)
3 (9,15) (8,15)
0 (3,11) (1,13)
0 (1,13) (1,15)
0 null null
1 (13,13) (13,14)
2 (1,11) (1,10)
3 (8,15) (6,15)
3 (6,15) (4,15)
3 null null
0 (1,15) (1,13)
0 (1,13) (3,11)
0 (3,11) (1,9)
0 (1,9) (1,11)
0 (1,11) (3,9)
0 null null
1 (13,14) (13,15)
2 (1,10) (1,11)
3 (4,15) (3,15)
0 (3,9) (3,10)
1 (13,15) (12,15)
2 (1,11) (1,10)
3 (3,15) (2,15)
0 (3,10) (3,11)
1 (12,15) (11,14)
2 (1,10) (1,11)
3 (2,15) (1,15)
0 (3,11) (1,13)
0 null null
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (1,15) (2,14)
0 (5,0) (5,1)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,14) (2,15)
0 (4,6) (4,7)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,15) (1,15)
0 (4,7) (4,8)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (1,15) (2,14)
0 (4,8) (4,9)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,14) (2,15)
0 (4,9) (4,10)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,15) (1,15)
0 (4,10) (4,11)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (1,15) (2,14)
0 (4,11) (2,13)
0 (2,13) (2,15)
0 null null
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,14) (1,15)
0 (2,15) (2,14)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (1,15) (2,15)
0 (2,14) (1,15)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,15) (2,14)
0 (1,15) (2,15)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,14) (1,15)
0 (2,15) (2,14)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (1,15) (2,15)
0 (2,14) (1,15)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,15) (2,14)
0 (1,15) (2,15)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,14) (1,15)
0 (2,15) (2,14)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (1,15) (2,15)
0 (2,14) (1,15)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,15) (2,14)
0 (1,15) (2,15)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,14) (1,15)
0 (2,15) (2,14)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (1,15) (2,15)
0 (2,14) (1,15)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,15) (2,14)
0 (1,15) (2,15)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,14) (1,15)
0 (2,15) (2,14)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (1,15) (2,15)
0 (2,14) (1,15)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,15) (2,14)
0 (1,15) (2,15)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,14) (1,15)
0 (2,15) (2,14)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (1,15) (2,15)
0 (2,14) (1,15)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,15) (2,14)
0 (1,15) (2,15)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,14) (1,15)
0 (2,15) (2,14)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (1,15) (2,15)
0 (2,14) (1,15)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,15) (2,14)
0 (1,15) (2,15)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,14) (1,15)
0 (2,15) (2,14)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (1,15) (2,15)
0 (2,14) (1,15)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,15) (2,14)
0 (1,15) (2,15)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,14) (1,15)
0 (2,15) (2,14)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (1,15) (2,15)
0 (2,14) (1,15)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,15) (2,14)
0 (1,15) (2,15)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,14) (1,15)
0 (2,15) (2,14)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (1,15) (2,15)
0 (2,14) (1,15)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,15) (2,14)
0 (1,15) (2,15)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,14) (1,15)
0 (2,15) (2,14)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (1,15) (2,15)
0 (2,14) (1,15)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,15) (2,14)
0 (1,15) (2,15)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,14) (1,15)
0 (2,15) (2,14)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (1,15) (2,15)
0 (2,14) (1,15)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,15) (2,14)
0 (1,15) (2,15)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,14) (1,15)
0 (2,15) (2,14)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (1,15) (2,15)
0 (2,14) (1,15)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,15) (2,14)
0 (1,15) (2,15)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,14) (1,15)
0 (2,15) (2,14)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (1,15) (2,15)
0 (2,14) (1,15)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,15) (2,14)
0 (1,15) (2,15)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,14) (1,15)
0 (2,15) (2,14)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (1,15) (2,15)
0 (2,14) (1,15)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,15) (2,14)
0 (1,15) (2,15)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,14) (1,15)
0 (2,15) (2,14)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (1,15) (2,15)
0 (2,14) (1,15)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,15) (2,14)
0 (1,15) (2,15)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,14) (1,15)
0 (2,15) (2,14)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (1,15) (2,15)
0 (2,14) (1,15)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,15) (2,14)
0 (1,15) (2,15)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,14) (1,15)
0 (2,15) (2,14)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (1,15) (2,15)
0 (2,14) (1,15)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (2,15) (2,14)
0 (1,15) (2,15)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,14) (1,15)
0 (2,15) (2,14)
1 (11,14) (9,14)
1 (9,14) (9,12)
1 null null
2 (1,11) (1,10)
3 (1,15) (2,15)
0 (2,14) (1,15)
1 (9,12) (9,14)
1 (9,14) (11,14)
1 null null
2 (1,10) (1,11)
3 (2,15) (2,14)
0 (1,15) (2,15)
GAMEOVER 
WINNER Player-1
# Game ended: Thu Apr 03 23:12:44 GMT-04:00 2014
