# Server version 0.08 running on 142.157.180.166:8123
# Game ID: 337
# Board class: halma.CCBoard
# Timeout: 1000
# Date: Thu Apr 10 02:08:39 GMT-04:00 2014
# Player 1: Player-0, '260449697', running on 142.157.180.166
# Player 2: Player-1, '260449697', running on 142.157.180.166
# Player 3: Player-2, '260449697', running on 142.157.180.166
# Player 4: Player-3, '260449697', running on 142.157.180.166
START Player-0 260449697
2 (1,15) (1,14)
3 (12,14) (12,13)
0 (2,4) (2,5)
1 (11,7) (11,8)
2 (1,14) (1,15)
3 (12,13) (12,14)
0 (2,5) (2,7)
0 (2,7) (4,5)
0 (4,5) (4,7)
0 (4,7) (4,9)
0 null null
1 (11,8) (11,9)
2 (1,15) (1,14)
3 (12,14) (12,13)
0 (4,9) (4,10)
1 (11,9) (11,10)
2 (1,14) (1,15)
3 (12,13) (12,14)
0 (4,10) (4,11)
1 (14,4) (14,5)
2 (1,15) (1,14)
3 (12,14) (12,13)
0 (4,11) (2,13)
0 null null
1 (14,5) (14,6)
2 (1,14) (1,15)
3 (12,13) (12,14)
0 (3,8) (3,10)
0 null null
1 (14,6) (14,7)
2 (1,15) (1,14)
3 (12,14) (12,13)
0 (3,10) (3,11)
1 (10,0) (10,1)
2 (1,14) (1,15)
3 (12,13) (12,14)
0 (3,11) (1,13)
0 null null
1 (10,1) (10,2)
2 (1,15) (1,14)
3 (12,14) (12,13)
0 (5,3) (5,4)
1 (10,2) (10,4)
1 null null
2 (1,14) (1,15)
3 (12,13) (12,14)
0 (4,8) (4,9)
1 (12,6) (12,7)
2 (1,15) (1,14)
3 (12,14) (12,13)
0 (4,9) (4,10)
1 (12,7) (11,8)
2 (1,14) (1,15)
3 (12,13) (12,14)
0 (4,10) (4,11)
1 (11,8) (11,9)
2 (1,15) (1,14)
3 (12,14) (12,13)
0 (4,11) (3,11)
1 (11,9) (11,11)
1 null null
2 (1,14) (1,15)
3 (12,13) (12,14)
0 (3,11) (2,11)
1 (11,11) (11,12)
2 (1,15) (1,14)
3 (12,14) (12,13)
0 (2,11) (1,12)
1 (11,12) (11,13)
2 (1,14) (1,15)
3 (12,13) (12,14)
0 (3,9) (3,10)
1 (11,13) (9,15)
1 null null
2 (1,15) (1,14)
3 (12,14) (12,13)
0 (3,10) (3,11)
1 (9,15) (8,15)
2 (1,14) (1,15)
3 (12,13) (12,14)
0 (3,11) (2,11)
1 (8,15) (6,15)
1 null null
2 (1,15) (1,14)
3 (12,14) (12,13)
0 (2,11) (0,13)
0 (0,13) (2,15)
0 null null
1 (6,15) (5,14)
2 (1,14) (1,15)
3 (12,13) (12,14)
0 (2,15) (1,14)
1 (5,14) (3,14)
1 null null
2 (1,15) (2,14)
3 (12,14) (12,13)
0 (1,14) (1,15)
1 (3,14) (3,15)
2 (2,14) (2,15)
3 (12,13) (12,14)
0 (1,15) (1,14)
1 (3,15) (1,15)
1 null null
2 (2,15) (0,13)
2 (0,13) (2,11)
2 null null
3 (12,14) (12,13)
0 (1,14) (0,13)
1 (1,15) (1,14)
2 (0,14) (0,12)
2 (0,12) (2,14)
2 null null
3 (12,13) (12,14)
0 (0,13) (0,14)
1 (1,14) (1,15)
2 (2,14) (2,15)
3 (12,14) (12,13)
0 (0,14) (0,13)
1 (1,15) (0,14)
2 (2,15) (1,15)
3 (12,13) (12,14)
0 (0,13) (0,12)
1 (0,14) (0,13)
2 (1,15) (0,14)
3 (12,14) (12,13)
0 (0,12) (0,11)
1 (0,13) (0,12)
2 (0,14) (0,13)
3 (12,13) (12,14)
0 (0,11) (0,10)
1 (0,12) (0,14)
1 null null
2 (0,13) (0,12)
3 (12,14) (12,13)
0 (0,5) (0,6)
1 (0,14) (0,13)
2 (0,12) (0,11)
3 (12,13) (12,14)
0 (0,6) (0,7)
1 (0,13) (0,14)
2 (0,15) (0,13)
2 null null
3 (12,14) (12,13)
0 (0,7) (0,8)
1 (0,14) (0,15)
2 (0,13) (0,14)
3 (12,13) (12,14)
0 (0,8) (0,9)
1 (10,4) (10,5)
2 (0,14) (0,13)
3 (12,14) (12,13)
0 (0,9) (0,8)
1 (10,5) (10,6)
2 (0,13) (0,14)
3 (12,13) (12,14)
0 (0,8) (0,9)
1 (10,6) (10,7)
2 (0,14) (0,13)
3 (12,14) (12,13)
0 (0,9) (0,8)
1 (12,8) (12,10)
1 (12,10) (10,10)
1 null null
2 (0,13) (0,14)
3 (12,13) (12,14)
0 (0,8) (0,9)
1 (10,10) (10,11)
2 (0,14) (0,13)
3 (12,14) (12,13)
0 (0,9) (0,8)
1 (15,5) (15,6)
2 (0,13) (0,14)
3 (12,13) (12,14)
0 (0,8) (0,9)
1 (15,6) (15,7)
2 (0,14) (0,13)
3 (12,14) (12,13)
0 (0,9) (0,8)
1 (15,7) (15,8)
2 (0,13) (0,14)
3 (12,13) (12,14)
0 (0,8) (0,9)
1 (15,8) (15,9)
2 (0,14) (0,13)
3 (12,14) (12,13)
0 (0,9) (0,8)
1 (15,9) (14,10)
2 (0,13) (0,14)
3 (12,13) (12,14)
0 (0,8) (0,9)
1 (14,10) (14,12)
1 null null
2 (0,14) (0,13)
3 (12,14) (12,13)
0 (0,9) (0,8)
1 (14,12) (14,13)
2 (0,13) (0,14)
3 (12,13) (12,14)
0 (0,8) (0,9)
1 (14,13) (14,14)
2 (0,14) (0,13)
3 (12,14) (12,13)
0 (0,9) (0,8)
1 (10,3) (10,4)
2 (0,13) (0,14)
3 (12,13) (12,14)
0 (0,8) (0,9)
1 (10,4) (10,5)
2 (0,14) (0,13)
3 (12,14) (12,13)
0 (0,9) (0,8)
1 (10,5) (10,6)
2 (0,13) (0,14)
3 (12,13) (12,14)
0 (0,8) (0,9)
1 (10,6) (10,8)
1 null null
2 (0,14) (0,13)
3 (12,14) (12,13)
0 (0,9) (0,8)
1 (10,8) (10,9)
2 (0,13) (0,14)
3 (12,13) (12,14)
0 (0,8) (0,9)
1 (10,9) (10,10)
2 (0,14) (0,13)
3 (12,14) (12,13)
0 (0,9) (0,8)
1 (10,10) (10,12)
1 (10,12) (8,14)
1 null null
2 (0,13) (0,14)
3 (12,13) (12,14)
0 (0,8) (0,9)
1 (8,14) (8,15)
2 (0,14) (0,13)
3 (12,14) (12,13)
0 (0,9) (0,8)
1 (8,15) (6,15)
1 null null
2 (0,13) (0,14)
3 (12,13) (12,14)
0 (0,8) (0,9)
1 (6,15) (5,14)
2 (0,14) (0,13)
3 (12,14) (12,13)
0 (0,9) (0,8)
1 (5,14) (3,14)
1 null null
2 (0,13) (0,14)
3 (12,13) (12,14)
0 (0,8) (0,9)
1 (3,14) (3,15)
2 (0,14) (0,13)
3 (12,14) (12,13)
0 (0,9) (0,8)
1 (3,15) (2,15)
2 (0,13) (0,14)
3 (12,13) (12,14)
0 (0,8) (0,9)
1 (2,15) (1,15)
2 (0,14) (0,13)
3 (12,14) (12,13)
0 (0,9) (0,8)
1 (1,15) (0,14)
2 (0,13) (0,12)
3 (12,13) (12,14)
0 (0,8) (0,9)
1 (0,14) (0,13)
2 (0,12) (0,14)
2 null null
3 (12,14) (12,13)
0 (0,9) (0,8)
1 (0,13) (0,12)
2 (0,14) (0,13)
3 (12,13) (12,14)
0 (0,8) (0,9)
1 (0,12) (0,14)
1 null null
2 (0,13) (0,12)
3 (12,14) (12,13)
0 (0,9) (0,8)
1 (0,14) (0,13)
2 (0,12) (0,14)
2 null null
3 (12,13) (12,14)
0 (0,8) (0,9)
GAMEOVER 
WINNER Player-1
# Game ended: Thu Apr 10 02:08:40 GMT-04:00 2014
