# Server version 0.08 running on 192.168.2.17:8123
# Game ID: 157
# Board class: halma.CCBoard
# Timeout: 1000
# Date: Thu Apr 03 20:07:43 GMT-04:00 2014
# Player 1: Player-0, '260449697', running on 192.168.2.17
# Player 2: Player-1, '260449697', running on 192.168.2.17
# Player 3: Player-2, '260449697', running on 192.168.2.17
# Player 4: Player-3, '260449697', running on 192.168.2.17
START Player-0 260449697
START Player-1 260449697
START Player-2 260449697
START Player-3 260449697
0 (1,3) (2,4)
1 (15,3) (13,3)
1 null null
2 (0,14) (2,12)
2 null null
3 (12,14) (11,14)
0 (1,2) (2,3)
1 (13,3) (12,3)
2 (0,12) (1,11)
3 (11,14) (10,14)
0 (0,2) (0,4)
0 null null
1 (13,2) (11,0)
1 null null
2 (1,15) (3,13)
2 null null
3 (12,15) (11,14)
0 (2,3) (2,5)
0 null null
1 (14,3) (13,3)
2 (1,12) (0,11)
3 (13,13) (12,12)
0 (2,5) (1,4)
1 (12,3) (12,4)
2 (3,14) (4,15)
3 (11,14) (11,15)
0 (3,0) (3,2)
0 null null
1 (14,0) (12,2)
1 null null
2 (2,13) (3,12)
3 (15,14) (13,12)
3 (13,12) (11,12)
3 (11,12) (13,12)
3 null null
0 (1,4) (1,5)
1 (12,4) (12,3)
2 (2,14) (4,12)
2 null null
3 (11,15) (11,14)
0 (2,4) (0,6)
0 (0,6) (2,4)
0 null null
1 (13,1) (11,1)
1 null null
2 (3,13) (4,14)
3 (14,13) (12,11)
3 (12,11) (12,13)
3 (12,13) (12,11)
3 (12,11) (12,13)
3 (12,13) (10,15)
3 (10,15) (12,13)
3 (12,13) (12,11)
3 (12,11) (12,13)
3 null null
0 (2,2) (4,2)
0 null null
1 (12,0) (10,2)
1 null null
2 (4,15) (5,15)
3 (12,12) (11,13)
0 (3,2) (5,2)
0 null null
1 (11,1) (10,1)
2 (2,12) (3,13)
3 (13,12) (14,11)
0 (2,4) (3,4)
1 (10,2) (10,0)
1 (10,0) (10,2)
1 (10,2) (10,0)
1 null null
2 (1,11) (0,10)
3 (10,14) (11,15)
0 (3,4) (4,3)
1 (12,2) (11,1)
2 (0,10) (1,9)
3 (11,13) (12,12)
0 (4,3) (3,4)
1 (11,0) (9,2)
1 (9,2) (11,0)
1 (11,0) (9,2)
1 (9,2) (11,0)
1 null null
2 (3,13) (2,12)
3 (14,12) (15,11)
0 (0,4) (1,4)
1 (13,3) (11,3)
1 null null
2 (1,9) (0,9)
3 (12,13) (10,15)
3 (10,15) (12,13)
3 (12,13) (12,11)
3 (12,11) (12,13)
3 (12,13) (12,11)
3 null null
0 (1,5) (1,6)
1 (10,0) (9,0)
2 (0,11) (1,10)
3 (11,15) (10,15)
0 (4,2) (4,1)
1 (11,3) (13,3)
1 (13,3) (11,3)
1 null null
2 (0,9) (1,9)
3 (12,12) (13,12)
0 (1,4) (0,4)
1 (11,1) (9,1)
1 (9,1) (11,1)
1 null null
2 (1,9) (2,9)
3 (13,12) (15,10)
3 (15,10) (13,12)
3 (13,12) (15,10)
3 (15,10) (13,12)
3 null null
0 (1,6) (0,5)
1 (12,3) (13,4)
2 (4,12) (3,13)
3 (11,14) (12,13)
0 (3,4) (2,3)
1 (11,1) (12,2)
2 (2,9) (0,11)
2 null null
3 (12,11) (12,12)
0 (5,2) (4,3)
1 (9,0) (11,2)
1 null null
2 (5,15) (4,15)
3 (14,11) (14,10)
0 (0,4) (1,4)
1 (11,3) (10,3)
2 (3,15) (5,15)
2 null null
3 (13,12) (14,11)
0 (2,0) (4,2)
0 (4,2) (4,4)
0 (4,4) (4,2)
0 (4,2) (4,4)
0 null null
1 (13,4) (12,4)
2 (1,10) (0,9)
3 (14,10) (14,9)
0 (4,1) (5,2)
1 (12,2) (11,3)
2 (3,12) (4,11)
3 (14,9) (13,9)
0 (1,4) (2,4)
1 (12,4) (10,2)
1 (10,2) (10,4)
1 (10,4) (10,2)
1 (10,2) (12,2)
1 (12,2) (10,4)
1 (10,4) (10,2)
1 null null
2 (0,9) (0,8)
3 (13,9) (12,9)
0 (0,5) (0,4)
1 (10,3) (11,4)
2 (4,11) (5,11)
3 (10,15) (11,14)
0 (4,4) (3,5)
1 (10,2) (12,2)
1 (12,2) (10,2)
1 null null
2 (5,11) (4,12)
3 (12,9) (12,10)
0 (5,2) (6,3)
1 (11,3) (9,1)
1 (9,1) (11,1)
1 (11,1) (9,3)
1 null null
2 (1,13) (3,11)
2 (3,11) (5,13)
2 null null
3 (15,11) (15,10)
0 (2,4) (4,6)
0 null null
1 (11,0) (11,1)
2 (0,8) (0,9)
3 (12,13) (11,13)
0 (3,5) (5,7)
0 (5,7) (3,5)
0 null null
1 (11,4) (10,4)
2 (0,11) (1,11)
3 (12,10) (13,10)
0 (6,3) (6,2)
1 (10,4) (11,3)
2 (0,9) (1,9)
3 (12,12) (11,12)
0 (4,3) (3,2)
1 (10,2) (12,4)
1 (12,4) (10,2)
1 (10,2) (12,4)
1 null null
